X,Y,ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR,ObjectId
-8426795.28426327,5687669.69994309,2009-0045,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA101,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Sekerka, John","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,115
-8426795.28426327,5687669.69994309,2009-0046,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA102,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Sileem, Zeena","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,116
-8426795.28426327,5687669.69994309,2009-0047,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA103,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Swim, Joanna","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,117
-8426795.28426327,5687669.69994309,2009-0048,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA104,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Swim, Joanna","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,118
-8426795.28426327,5687669.69994309,2009-0049,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA105,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Thomas, Lisa","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,119
-8426795.28426327,5687669.69994309,2009-0050,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA106,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Thompson, Amy","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,120
-8426795.28426327,5687669.69994309,2009-0051,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA107,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Tsui, Howie","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,121
-8426795.28426327,5687669.69994309,2009-0052,,"In 2008, the City of Ottawa called on local artists to submit line drawings. Thirty designs were selected out 164 submissions. These designs were cut out of stainless steel panels on bicycle racks. Each design was produced three times, which offers 90 bicycle racks along Bank Street between Laurier Avenue and Catherine Street.","En 2008, la Ville d’Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Chaque création sera reproduite trois fois pour un total de 90 supports à vélos, lesquels seront installés le long de la rue Bank, entre l’avenue Laurier et la rue Catherine.",PA108,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,https://ottawa.ca/sites/default/files/images/featured/bicyclerack_2.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Walker, Eric","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20210118,stainless steel ,acier inoxydable ,2008,122
-8451925.77062934,5667676.53256484,2009-0053,K2S 1B9,"Night Patrol is the focal point of the main entrance lobby at the Ottawa Police Service’s patrol station, located at 211 Huntmar Drive in Kanata. The artwork reflects the role of the new station in the community through a composite night scene of a patrol car moving on a rainy street. The complex layering of acrylic paint washes and cured resin creates an illusion of space and depth. It is painted on 16 four-by-eight-foot panels that occupy almost the full height and width of one of the main lobby walls.

Robertson’s aim was to “capture the energy, and mesmerizing reflection of lights and movement that is indicative of the atmosphere of night patrol on a rainy night.” The high gloss reflective surface that Robertson created with cured epoxy resin adds an additional dimension to the artwork as it picks up the image of those who enter, temporarily making them a part of the mural.","Patrouille de nuit orne le hall de l’entrée principale du poste de patrouille du Service de police d’Ottawa, situé au 211, promenade Huntmar, à Kanata. L’œuvre reflète le rôle du nouveau poste de patrouille dans la communauté au moyen d’une scène représentant une voiture de police qui se déplace dans une rue par une nuit pluvieuse. Composition de complexes couches de peinture acrylique et de résine durcie, l’œuvre crée une impression d’espace et de profondeur. Elle est peinte sur 16 panneaux de quatre pieds sur huit pieds chacun qui occuperont la quasi-totalité de la superficie de l’un des murs principaux du hall.

 

L’artiste dit avoir voulu « bien rendre l’énergie, la lumière et les mouvements qui sont propres à l’atmosphère d’une patrouille durant une nuit pluvieuse. » La surface très lustrée qu’Erin Robertson a créée au moyen de la résine époxy séchée ajoute une dimension de plus à son œuvre, car elle capte l’image des personnes qui entrent dans la station, faisant momentanément d’elles une partie intégrante de la murale.",PA109,https://ottawa.ca/sites/default/files/images/featured/nightpatrol_1.jpg,https://ottawa.ca/sites/default/files/images/featured/nightpatrol_1.jpg,,45.292429,-75.924941,211 Huntmar Dr,"211, prom Huntmar",Night Patrol,Night Patrol,"Robertson, Erin","211 Huntmar Drive, West Division Patrol Station ","211 Huntmar Drive, West Division Patrol Station ",Ottawa,ON,20210118,acrylic and resin on wood,acrylique et résine sur bois,2009,123
-8428111.97120037,5685210.58471729,2010-0010,,"After two years of collecting source material from community members, the artist created this sculptural series. It brings together fragments of the communities’ heritage and culture. Each element forges links and creates nostalgia between the viewer and notions of the Italian piazza, a market square. The eclecticism of today’s community is reflected by the breadth of genres, periods and styles portrayed in the sculptures.

cj fleury is an interdisciplinary artist specializing in public art and has completed a number of permanent commissions in Ontario and Québec. In addition to large-scale sculpture, fleury’s artistic practice includes drawing, shield-making, performance, writing, and video. cj fleury is recognized for her collaborative involvement with community in the creation of her art. Her work can be found in the collections of the City of Ottawa, Canada Council Art Bank, University of Ottawa, Trent University, and the Workers Arts and Heritage Centre in Hamilton, ON.","Après deux années à recueillir du matériel-source auprès de membres de la communauté, l'artiste a conçu son installation en intégrant ces fragments d'histoire et de géographie. Chaque élément forge liens et souvenirs entre le spectateur et le concept de places italiennes, une place du marché. L'éclectisme de la communauté actuelle se reflète à travers la présence de différents genres, périodes et styles.

Artiste multidisciplinaire C J Fleury se spécialise en art public et a réalisé nombre de commandes permanentes au Québec et en Ontario. En plus de ses sculptures grand format, la pratique artistique de C J Fleury comprend également des dessins, des masques, des performances, des écrits et des vidéos. L'artiste est reconnue pour sa participation à la vie communautaire dans la création de son art. Son travail est représenté dans plusieurs collections, notamment celle de la ville d'Ottawa, de la banque d'œuvres du Conseil des arts du Canada, de l'Université d'Ottawa, de l'Université Trent et de Workers Arts and Heritage Centre (Hamilton, Ontario).",PA110,https://ottawa.ca/sites/default/files/images/featured/postcards.jpg,https://ottawa.ca/sites/default/files/images/featured/postcards.jpg,,45.403128,-75.711018,Preston St,rue Preston,Postcards from the Piazzas,Postcards from the Piazzas,"fleury, c j",Preston Street,Preston Street,Ottawa,ON,20210118,"bronze, stainless steel and granite","bronze, acier inoxydable, et granit ",2010,124
-8425903.837781,5688168.48732564,2010-0011,,"Eighteen hand-carved marble sculptures are installed at intervals along Wellington Street West. Each sculpture playfully captures the form of a fire hydrant fused with everyday objects such as local foods, artistic tools and musical instruments. By sculpting forms and objects connected to the surrounding neighbourhood, The Wellington Marbles pay tribute to the local history and modern renewal of the community. Kucey-Jones and Lotecki chose the fire hydrant because it is an object found in many communities that connects people in an uncelebrated yet vital manner. The hydrants and their coupled forms present the viewer with a sense of humour, playfulness, and culturally reference the area.

Quarried in Carrara, Italy, the marble used for this installation was selected for its fine quality and for its association with classical art. In the same vein, the artists offer a series of sculptures representing contemporary imagery as a monument to the urban streetscape. The artistic practices of Kucey-Jones and Lotecki span many media and have brought innovative and imaginative artwork to communities across Canada and around the globe. The Wellington Marbles were commissioned by the City of Ottawa as part of the Wellington Street West reconstruction project.","Les dix-huit sculptures en marbre sont installées à intervalles le long de la rue Wellington Ouest. Chaque sculpture reproduit de manière ludique la forme d’une borne-fontaine fusionnée avec des objets de tous les jours, tels des mets locaux, du matériel d’artiste et des instruments de musique. En évoquant des formes et objets liés au quartier environnant, Les marbres de Wellington rend hommage à l’histoire locale et au renouveau que connaît actuellement cette collectivité. Pour cette rue, Kucey-Jones et Lotecki ont choisi de sculpter la borne-fontaine car il s’agit d’un objet que l’on retrouve dans les collectivités et qui établit un lien entre les gens d'une manière discrète mais vitale. Les bornes-fontaines et leurs formes associées évoquent le sens de l'humour et l’allégresse en faisant référence à la culture locale.

On a choisi ce marbre extrait d’une carrière à Carrare, en Italie, en raison de sa grande qualité et de son association à l’art classique. Dans la même veine, les artistes livrent une série de sculptures d’imagerie contemporaine comme monument au paysage urbain. L’art de Kucey Jones et Lotecki repose sur des modes d’expression variés, produisant des œuvres innovatrices pleines d’imagination pour les collectivités au Canada et dans le monde. Les marbres de Wellington est une série de sculptures créées grâce à la Ville d’Ottawa pour la rue Wellington Ouest dans le cadre de sa reconstruction.   ",PA111,https://ottawa.ca/sites/default/files/images/featured/artichoke.jpg,https://ottawa.ca/sites/default/files/images/featured/artichoke.jpg,Image courtesy Eric Darwin / Image : gracieuseté d'Eric Darwin,45.421781,-75.691182,Wellington St W,rue Wellington O,The Wellington Marbles,The Wellington Marbles,"Kucey Jones and/et Lotecki, Marcus and/et Ryan",Wellington Street West,Wellington Street West,Ottawa,ON,20210118,marble and limestone,marbre et alcaire,2010,125
-8420959.6939169,5680413.85968355,2010-0081,K1V 9P5,"Vision Weave, by artists Thoma Ewen and Gabriel Ewen, is a visual expression of inter-cultural and inter-generational creative collaboration. Hidden within the woven wool banners suspended from the foyer ceiling are over 100 ‘vision messages’ for the present and future written by members of the Heatherington community.

The artist team set up their portable loom outdoors at a June 2010 celebration for “Better Beginnings Better Futures” and in the Centre throughout July 2010 to teach, animate, communicate and direct the weaving of the Vision Weave project with community members of all ages. On strips of ribbon and fabric entwined throughout the textiles community members declared their shared hopes, dreams and visions for a vibrant, peaceful and creative community.

Thoma Ewen is Artistic Director of Moon Rain Centre, and Gabriel Ewen, Project Coordinator of the Centre. An award-winning tapestry artist, and former instructor at the Ottawa School of Art, Thoma directs community projects in Canada and Europe. An assistant at the Moon Rain Centre for over 12 years, Gabriel has studied at Richard Robinson Fashion Academy, Arts Canterbury and Ottawa School of Art.","Toile de vision, projet dirigé par les artistes Thoma Ewen et Gabriel Ewen, est l’expression visuelle d’une collaboration créative interculturelle et intergénérationnelle. Plus de cent « messages de vision » du présent et de l’avenir, écrits par les membres de la collectivité d’Heatherington, sont cachés à l’intérieur de ces bannières de laine tissée suspendues au plafond du foyer.

L’équipe d’artistes a installé son métier à tisser portable au l’événement « Better Beginnings Better Futures » (Partir d’un bon pas pour un avenir meilleur) du mois de juin 2010 et dans le Centre tout au long du mois de juillet 2010 afin d’enseigner le tissage, d’animer, de communiquer et de diriger le projet Toile de vision en collaboration avec les membres de tous âges de la collectivité. Ces derniers ont exprimé et partagé leurs espoirs, leurs rêves et leurs visions d’une collectivité pleine de vie, paisible et créative sur des morceaux de rubans et de tissus entrelacés un peu partout parmi les textiles.

Thoma Ewen est directrice artistique du Centre Moon Rain et Gabriel Ewen, coordonnatrice de projet au même endroit. Artiste tisserande primée et ancienne professeure à l’École d’art d’Ottawa, Thoma dirige des projets communautaires au Canada et en Europe. Gabriel, adjointe au Centre Moon Rain depuis plus de 12 ans, a étudié à l’Académie de Dessin de Mode Richard Robinson, à l’école Canterbury au programme des arts et à l’École d’art d’Ottawa.",PA112,https://ottawa.ca/sites/default/files/images/featured/visionweave.jpg,https://ottawa.ca/sites/default/files/images/featured/visionweave.jpg,,45.372866,-75.646768,1550 Heatherington Rd,"1550, ch Heatherington",Vision Weave,Toile de vision,"Ewen, Thoma and Gabriel Ewen","1550 Heatherington Rd, Albion-Heatherington Community Centre","1550 Heatherington Rd, Albion-Heatherington Community Centre",Ottawa,ON,20210118,mixed fibre tapestry and wood ,tapisserie de tissus mélangés et bois,2010,126
-8430543.63415726,5677898.91150677,2010-0082,K2E 6G2,"Carolynne Pynne-Trudeau and Chandler Swain produced a three-part commission for the Huron Early Learning Centre: an entrance mosaic, an interior mural, and a whimsical playground structure. A Place For Us All refers to the human community and to the natural world. The artwork highlights the importance of ecological awareness and speaks to the ecological history of the land once home to the animals depicted in the mural, while celebrating the present uses of the grounds, the green features of the facility and the children who bring it to life.","Carolynne Pynn-Trudeau et Chandler Swain ont créé une œuvre en trois volets pour le Centre de la petite enfance Huron : une mosaïque à l’entrée, une murale intérieure et une structure originale englobant une aire de jeux. L’œuvre répand un courant artistique à l’intérieur de l’établissement en mettant l’accent sur la conscience écologique. Une place pour nous tous représente la communauté humaine et le monde naturel. L’œuvre fait référence à l’histoire écologique du territoire qu’occupaient autrefois les animaux qui sont représentés dans la murale, tout en célébrant les utilisations actuelles des lieux, les éléments verts de l’établissement ainsi que les enfants qui le rendent vivant.",PA113,https://ottawa.ca/sites/default/files/images/featured/2010-0082.jpg,https://ottawa.ca/sites/default/files/images/featured/2010-0082.jpg,,45.356993,-75.732862,24 Capilano Dr,"24, prom Capilano",A Place For Us All,A Place For Us All,"Pynn-Trudeau, Carolynne and Chandler Swain","24 Capilano Drive, Huron Early Learning Centre","24 Capilano Drive, Huron Early Learning Centre",Ottawa,ON,20210118,"clay, acrylic, wood","argile, acrylique, bois",2010,127
-8431838.16851569,5666416.08745129,2011-0001,,"Bellwether is a permanent sculptural installation, primarily located on the vegetative roofs of the transit station, which consists of four life-sized sheep and one life-sized Border collie sheepdog all cast in bronze and finished with patina.","L'œuvre intitulée Bellwether (indicateur de tendance) est une sculpture permanente, que l'on aperçoit sur les toits végétaux de la station de transport en commun; elle se compose de quatre moutons et d'un chien berger de type Border-Collie, de grandeur nature, coulés dans le bronze et revêtus d'une patine.

Bellwether vise à créer une impression globale du mouvement d'une collectivité dans un espace désigné. L'œuvre examine la subtilité de divers rôles et de différentes relations au sein de groupes établis. En comparant de manière ludique le système de transport public contemporain aux pratiques traditionnelles en matière de rassemblement en troupeau, l'installation évoque la coopération et l'adaptation sociales, deux caractéristiques d'un système de transport efficace.",PA114,https://ottawa.ca/sites/default/files/images/featured/bellwether_0.jpg,https://ottawa.ca/sites/default/files/images/featured/bellwether_0.jpg,,45.284463,-75.744491,645 Longfields Dr,"645, prom Longfields",Bellwether,Bellwether,Erin Robertson and Anna Williams  ,"645 Longfields Drive, Longfields Transit Station","645 Longfields Drive, Longfields Transit Station",Ottawa,ON,20210118,bronze,bronze,2011,128
-8431666.73649987,5664104.99285614,2011-0002,,"Central themes found in Cheryl Pagurek’s artwork investigate concepts of time, memory, history and the ephemeral quality of the disappearing past. Currents, a twenty-minute loop of constantly changing video, prominently features imagery of the Jock River, maintaining a link to the nearby body of water in an area of constant urban development. Through the incorporation of historical images of the area, surrounding rural lands, and footage of contemporary city transit – OC Transpo busses and O-Train - Currents celebrates the surrounding environment. The installation situates public transit within a narrative of progress while highlighting ecological appreciation. By locating the present site within a continuum, the video footage harkens to the past and preserves the present for future generations. The historical images in Currents were drawn from many sources, and the artist thanks all contributors.","Les thèmes dominants représentés dans l’œuvre de Cheryl Pagurek explorent les concepts du temps, de la mémoire, de l’histoire et de la nature éphémère du passé évanescent. Courants, une œuvre consistant en des images vidéo à changement constant diffusées en boucle de 20 minutes, présente des images de la rivière Jock et témoigne du lien préservé avec le cours d’eau situé à proximité dans une zone soumise à un aménagement urbain constant. Par le biais d’images historiques de la zone, des terres agricoles avoisinantes et des séquences vidéo du transport en commun contemporain (autobus d’OC Transpo et O-Train), Courants célèbre le milieu environnant. L’œuvre place le transport en commun au sein d'un récit du progrès tout en mettant l’accent sur l’approche écologique. En situant le site actuel dans un continuum, les séquences vidéo nous ramènent dans le passé et préservent le présent pour les générations futures. Les images historiques présentées dans Courants proviennent de nombreuses sources; l'artiste tient à remercier toutes les personnes qui y ont collaboré.",PA115,https://ottawa.ca/sites/default/files/images/featured/currents_0.jpg,https://ottawa.ca/sites/default/files/images/featured/currents_0.jpg,,45.269854,-75.742951,65 Marketplace Ave,"65, av Marketplace",Currents,Courants ,"Pagurek, Cheryl","65 Marketplace Avenue, Marketplace Transit Station","65 Marketplace Avenue, Marketplace Transit Station",Ottawa,ON,20210118,LED panels and video,panneaux DEL et vidéo,2011,129
-8424495.31226399,5687905.05434309,2011-0003,,"The sculptural series Celebration of Growth, by local artist Karl Ciesluk, was commissioned for King Edward Avenue as part of the street renewal project. Nineteen sculptures of seed pods and plant growth are installed at intervals along King Edward Avenue. The sculptures made of aluminum, stainless steel and stone are inspired by themes of nature and renewal.

Elegant lilies and fiddleheads sprout from metal stems as if growing from the concrete below. Giant seed pods sculpted from local stone boulders are clustered strategically along the boulevard. As symbols for the natural cycles of dormancy and regeneration, Ciesluk envisions his sculptures “as capsules awaiting the right condition to grow and flourish into their glory.”

Karl Ciesluk has completed numerous public art commissions nationally and internationally and is recognized for his site-specific work dealing with natural themes and the environment. In addition, Ciesluk has received several Canadian and international merit awards and has participated in many international sculpture symposiums","La série de sculptures Célébration de la croissance de l'artiste local Karl Ciesluk est une commande dans le cadre du projet de réfection de l'avenue King Edward. Dix-neuf sculptures de gousses et de bourgeons sont installées à intervalles le long de l'avenue King Edward. Les sculptures en aluminium, acier inoxydable et de pierre s'inspirent de thèmes traitant de la nature et du renouveau.

Têtes de violon et lys élégants émergent de tiges de métal comme s'ils avaient poussé à même le béton. Des gousses géantes sculptées dans des blocs de pierre de la région sont regroupés à des endroits stratégiques le long de l'avenue. Symbolisant les cycles de dormance et de régénération de la nature, ces sculptures représentent pour Ciesluk « des capsules en attente du moment propice pour grandir et s'épanouir dans toute leur gloire ».

Karl Ciesluk a réalisé un grand nombre de commandes d'art public au Canada et à l'étranger et est reconnu pour ses œuvres contextuelles traitant du thème de la nature et de l'environnement. De plus, Ciesluk est récipiendaire de plusieurs prix d'excellence au Canada et à l'étranger et a participé à de multiples symposiums de sculptures dans le monde.

Elegant lilies and fiddleheads sprout from metal stems as if growing from the concrete below. Giant seed pods sculpted from local stone boulders are clustered strategically along the boulevard. As symbols for the natural cycles of dormancy and regeneration, Ciesluk envisions his sculptures “as capsules awaiting the right condition to grow and flourish into their glory.”

Karl Ciesluk has completed numerous public art commissions nationally and internationally and is recognized for his site-specific work dealing with natural themes and the environment. In addition, Ciesluk has received several Canadian and international merit awards and has participated in many international sculpture symposiums",PA116,https://ottawa.ca/sites/default/files/images/featured/2011-0033.jpg,https://ottawa.ca/sites/default/files/images/featured/2011-0033.jpg,,45.42012,-75.678529,King Edward Ave,av King Edward,Celebration of Growth,Célébration de la croissance,"Ciesluk, Karl",King Edward Avenue (Rideau Street to Murray Street),King Edward Avenue (Rideau Street to Murray Street),Ottawa,ON,20210118,"aluminum, stainless steel and stone
","aluminium, acier inoxydable et pierre
",2004,130
-8434063.33381716,5675934.24765345,2011-0004,K2G 5K7,"Incorporated onto the corridor and lobby walls of Centrepointe Theatres, the artists created two glittering tile murals. Thousands of small iridescent glass tiles reflect and glow with colour and light as if illuminated, slowly revealing lines of text to the viewer.

This artwork celebrates the crucial role that the public plays in the arts by positioning the audience and its experiences as the subject of the artwork. Written in the form of a minimalist theatre script, complete with characters, stage directions and lines, the multilingual text at the stage entrance portrays a scene of audience members attending the theatre. At the upper level, the graphically bold SHHHHH, tiled in vibrant red, resembling a draped theatre curtain furthers the quiet anticipation before a performance.","Les deux artistes ont intégré dans les murs des couloirs et du hall d’entrée des Théâtres Centrepointe deux œuvres murales en carreaux de verre brillants. Des milliers de petits carreaux de verre chatoyants réfléchissent les couleurs et la lumière et les font briller comme s’ils étaient illuminés, révélant lentement au spectateur les lignes d’un texte.

L’œuvre célèbre le rôle crucial que le public joue dans le domaine des arts en faisant du public et de son expérience le thème principal. Écrit sous la forme d’un scénario de théâtre minimaliste, avec personnages, indications scéniques et lignes, ce texte multilingue dévoilé à l’entrée de la scène montre des membres du public assistant au théâtre. En haut, la mention SHHHHH, carrelée en rouge vif, rappelle le rideau d’un théâtre invitant le public à garder le silence avant un spectacle.",PA117,https://ottawa.ca/sites/default/files/images/featured/2011-0004.jpg,https://ottawa.ca/sites/default/files/images/featured/2011-0004.jpg,,45.34459,-75.76448,101 Centrepointe Dr,"101, prom Centrepointe",Curtain Time,Curtain Time,"Cronin,  Lynda","101 Centrepointe Drive, Ben Franklin Place, 1st and 2nd, Centrepointe Theatre","101 Centrepointe Drive, Ben Franklin Place, 1st and 2nd, Centrepointe Theatre",Ottawa,ON,20210118,glass,verre,2010,131
